"test","loc","genotype","code","fc","pc","note1","note2","year","rep","plot","md","lod","ht","yield","sdwt","sq","pro","oil","p_o","id","ag_score","hif_family","allele_call","shriveled","det","linolenic","oleic","herbicide","shrivel"
"LP 5 Early","Ply","N17-1064","5","p","t",NA,NA,2018,1,6,33,1.5,25,1485.2,13.9,NA,40.37,24.85,65.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Early","Ply","N17-1064","5","p","t",NA,NA,2018,2,52,33,1,24,1030.4,13.6,NA,38.28,25.58,63.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Early","Ply","N17-1064","5","p","t",NA,NA,2018,3,145,NA,NA,25,1038.9,NA,NA,38.48,25.56,64.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Early","Ply","Osage","50","p","g",NA,NA,2018,1,43,39,1,28,1422.1,10.8,NA,42.5,21.85,64.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Early","Ply","Osage","50","p","g",NA,NA,2018,2,62,38,1,26,1084.4,12,NA,42.96,22.27,65.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Early","Ply","Osage","50","p","g",NA,NA,2018,3,114,NA,NA,26,752.6,NA,NA,44.06,22.06,66.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Early","Ply","N17-593","6","p","t",NA,NA,2018,1,16,34,2,44,1589,12.6,NA,40.95,23.36,64.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Early","Ply","N17-593","6","p","t",NA,NA,2018,2,56,35,1.5,30,729.9,12.4,NA,37.81,23.96,61.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Early","Ply","N17-593","6","p","t",NA,NA,2018,3,126,NA,NA,37,1058,NA,NA,38.83,23.96,62.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Early","Ply","N17-627","7","p","s",NA,NA,2018,1,30,37,2,34,944.6,10.2,NA,38.14,23.97,62.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Early","Ply","N17-627","7","p","s",NA,NA,2018,2,53,35,1.5,30,960,9.2,NA,37.11,24.2,61.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Early","Ply","N17-627","7","p","s",NA,NA,2018,3,150,NA,NA,34,1158.2,NA,NA,40.93,23.34,64.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Early","Ply","N17-643","8","w","g",NA,NA,2018,1,18,32,2,42,1240.2,13.5,NA,41.77,24,65.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Early","Ply","N17-643","8","w","g",NA,NA,2018,2,85,33,1.5,38,970.6,12.5,NA,39.4,24.51,63.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Early","Ply","N17-643","8","w","g",NA,NA,2018,3,140,NA,NA,42,1167.2,NA,NA,40.39,23.91,64.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Early","Ply","N17-697","9","p","g",NA,NA,2018,1,17,28,1,30,1382.9,12,NA,44.25,21.78,66.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Early","Ply","N17-697","9","p","g",NA,NA,2018,2,92,28,1,24,1175.5,11.6,NA,43.97,21.94,65.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Early","Ply","N17-697","9","p","g",NA,NA,2018,3,130,NA,NA,29,982,NA,NA,43.64,22.16,65.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-648","1","P","g",NA,NA,2018,1,21,45,2,31,898.7,13.1,2,40.53,24.42,64.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-648","1","P","g",NA,NA,2018,2,56,46,2,22,615,13.9,2,39.54,24.56,64.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-648","1","P",".",NA,NA,2018,3,111,NA,NA,NA,725.7,15.6,NA,41.27,23.9,65.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-915","10","P","g",NA,NA,2018,1,27,50,2,31,768.9,15.8,2,48.51,19.62,68.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-915","10","P","g",NA,NA,2018,2,67,48,2.5,33,809.1,16.2,2,48.52,19.09,67.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-915","10","P",".",NA,NA,2018,3,107,NA,NA,NA,915.5,16.5,NA,49.84,19.38,69.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-979","11","P","t",NA,NA,2018,1,13,50,2,29,724.7,17.3,2,44.14,24.7,68.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-979","11","P","t",NA,NA,2018,2,51,49,2,28,604.7,16.3,2,43.38,24.46,67.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-979","11","P",".",NA,NA,2018,3,116,NA,NA,NA,584.7,16.8,NA,46.37,23.6,69.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1039","12","P","g",NA,NA,2018,1,46,48,2,27,938.4,13.2,2,39.21,25.72,64.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1039","12","P","g",NA,NA,2018,2,69,47,2,26,659,14.5,2,41.78,24.76,66.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1039","12","P",".",NA,NA,2018,3,133,NA,NA,NA,771.2,13.8,NA,41.06,25.53,66.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1091","13","P","g",NA,NA,2018,1,22,49,2,32,836.3,15.6,2,41.43,23.98,65.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1091","13","P","g",NA,NA,2018,2,53,49,2,30,759.8,16.2,2,41.76,23.07,64.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1091","13","P",".",NA,NA,2018,3,120,NA,NA,NA,542.3,15.4,NA,43.22,22.64,65.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1157","14","P","t",NA,NA,2018,1,32,54,2,32,883,14.8,2,41.58,24.11,65.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1157","14","P","t",NA,NA,2018,2,64,52,1.5,25,813.5,15.6,2,41.71,24.36,66.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1157","14","P",".",NA,NA,2018,3,135,NA,NA,NA,670.7,16.7,NA,44.29,24.19,68.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1172","15","P","t",NA,NA,2018,1,18,52,2.5,27,598.5,12.2,2,42.35,22.93,65.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1172","15","P","t",NA,NA,2018,2,62,52,2,28,680.9,13.8,2,42.61,23.3,65.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1172","15","P",".",NA,NA,2018,3,143,NA,NA,NA,804,13.9,NA,42.18,23.99,66.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1241","16","P","t",NA,NA,2018,1,38,49,2.5,30,704.1,13.3,2,41.65,23.79,65.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1241","16","P","t",NA,NA,2018,2,59,50,2.5,24,605,16,2.5,43.09,23.29,66.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1241","16","P",".","Weak Center",NA,2018,3,103,NA,NA,NA,559.7,14.3,NA,42.25,23.88,66.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1292","17","P","t",NA,NA,2018,1,4,48,2,22,759.2,15.9,2,42.88,24.26,67.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1292","17","P","t",NA,NA,2018,2,72,50,2,24,635.6,19.1,2,46.37,21.84,68.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1292","17","P",".",NA,NA,2018,3,146,NA,NA,NA,660.4,19.5,NA,47.4,21.8,69.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1297","18","P","t",NA,NA,2018,1,48,48,2,28,800.9,16.4,2,42.77,23.32,66.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1297","18","P","t",NA,NA,2018,2,55,50,1.5,23,626.8,15.6,2,41.75,23.92,65.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1297","18","P",".",NA,NA,2018,3,113,NA,NA,NA,790.1,16.9,NA,43.57,23.04,66.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1300","19","P","g",NA,NA,2018,1,25,49,2.5,32,879.9,15.6,2,42.73,23.96,66.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1300","19","P","g",NA,NA,2018,2,92,48,2,30,822.8,17,2,42.9,23.66,66.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1300","19","P",".",NA,NA,2018,3,108,NA,NA,NA,804.4,15.4,NA,42.3,24.15,66.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-656","2","P","t",NA,NA,2018,1,30,50,2,28,1015.4,12.9,1,38.23,25.94,64.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-656","2","P","t",NA,NA,2018,2,60,50,1.5,26,736.7,13.6,2,39.45,25.85,65.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-656","2","P",".",NA,NA,2018,3,129,NA,NA,NA,742.1,13.1,NA,40.25,25.09,65.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1315","20","P","t",NA,NA,2018,1,23,56,2,32,813.8,17.1,2,42.37,23.91,66.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1315","20","P","t","Weak Center",NA,2018,2,98,55,2.5,24,496,18.1,2,42.74,24.34,67.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1315","20","P",".",NA,NA,2018,3,150,NA,NA,NA,829.1,18.6,NA,45.06,23,68.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1441","21","P","t",NA,NA,2018,1,3,49,2,35,948.6,15.1,2,41.64,23.97,65.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1441","21","P","t",NA,NA,2018,2,88,50,2.5,31,818.9,15.5,2,42.59,23.65,66.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1441","21","P",".",NA,NA,2018,3,147,NA,NA,NA,838.3,14.8,NA,41.36,24.15,65.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1502","22","P","t",NA,NA,2018,1,49,45,2,30,395.2,12.7,2,43.73,22.82,66.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1502","22","P","t",NA,NA,2018,2,52,47,2,32,585,15.9,2,45.91,22.13,68.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1502","22","P",".",NA,NA,2018,3,148,NA,NA,NA,709.7,14.7,NA,45.33,23.36,68.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1580","23","P","g",NA,NA,2018,1,11,50,2,27,722.4,19.5,2.5,43.62,23.06,66.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1580","23","P","g",NA,NA,2018,2,91,49,1.5,27,638.8,19.9,2.5,44.02,22.67,66.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1580","23","P",".",NA,NA,2018,3,139,NA,NA,NA,701,18.4,NA,43.48,22.64,66.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1601","24","P","g",NA,NA,2018,1,39,45,2,40,779.2,15,2,45.51,23.45,68.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1601","24","P","g",NA,NA,2018,2,70,45,2,36,680.6,14.7,2,44.93,23.14,68.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1601","24","P",".",NA,NA,2018,3,141,NA,NA,NA,645.9,15.5,NA,47.24,22.73,69.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1602","25","P","g",NA,NA,2018,1,47,47,1.5,24,526.1,14.8,2,44.8,22.72,67.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1602","25","P","g",NA,NA,2018,2,94,49,2,27,875.3,17.1,2,45.77,22.48,68.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1602","25","P",".",NA,NA,2018,3,121,NA,NA,NA,443.9,15.7,NA,45.49,22.21,67.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1603","26","P","g",NA,NA,2018,1,35,50,2,29,1106.6,14.3,2,43.67,21.84,65.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1603","26","P","g",NA,NA,2018,2,96,49,1.5,26,937.1,14.9,2,44.08,22.15,66.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1603","26","P",".",NA,NA,2018,3,140,NA,NA,NA,723.6,15.4,NA,45.06,21.96,67.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1724","27","P","t",NA,NA,2018,1,40,47,2,27,818.7,13.4,2,45.11,22.54,67.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1724","27","P","t",NA,NA,2018,2,58,49,2,25,646.5,14.9,2,46.87,22.19,69.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1724","27","P",".",NA,NA,2018,3,131,NA,NA,NA,689.7,15.9,NA,48.75,21.28,70.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1741","28","P","t",NA,NA,2018,1,12,47,2,34,769.9,15.9,2,44.06,22.91,66.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1741","28","P","t",NA,NA,2018,2,80,45,2.5,30,679.5,16,2,43.97,23.51,67.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1741","28","P",".",NA,NA,2018,3,115,NA,NA,NA,634.3,16.7,NA,45.01,23.05,68.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1752","29","P","t",NA,NA,2018,1,44,49,2,31,815.5,16.5,2,44.01,23.47,67.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1752","29","P","t",NA,NA,2018,2,83,50,2,25,467.4,17.3,2,45.48,22.04,67.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1752","29","P",".",NA,NA,2018,3,119,NA,NA,NA,715.8,15.9,NA,45.8,22.27,68.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-682","3","P","t",NA,NA,2018,1,14,49,2,32,933.3,15,2,38.81,25.25,64.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-682","3","P","t",NA,NA,2018,2,66,49,2,28,765.4,15.6,2,40.79,24.48,65.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-682","3","P",".",NA,NA,2018,3,110,NA,NA,NA,762.5,15.2,NA,40.99,24.96,65.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1761","30","P","g",NA,NA,2018,1,43,47,2,30,757.5,14.5,2,42.02,23.35,65.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1761","30","P","g",NA,NA,2018,2,100,46,2.5,31,637.2,14.5,2,41.55,22.86,64.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1761","30","P",".",NA,NA,2018,3,126,NA,NA,NA,589.6,16.2,NA,43.95,22.09,66.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1764","31","P","g",NA,NA,2018,1,41,47,2,26,779,15.1,2,44.01,22.12,66.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1764","31","P","g",NA,NA,2018,2,71,45,2,28,717.4,15.4,2,45.26,22.12,67.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1764","31","P",".",NA,NA,2018,3,102,NA,NA,NA,670.7,16.4,NA,45.18,22.34,67.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1772","32","P","t",NA,NA,2018,1,16,48,2.5,33,988.8,15.8,2,47.08,21.85,68.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1772","32","P","t",NA,NA,2018,2,79,49,2,31,822.6,16.7,2,46.34,22.15,68.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1772","32","P",".",NA,NA,2018,3,132,NA,NA,NA,725,16.6,NA,46.85,22.15,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1807","33","P","t",NA,NA,2018,1,29,50,2,32,685.1,18.5,2,44.53,22.76,67.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1807","33","P","t",NA,NA,2018,2,93,50,2,23,446.8,20.3,2,45.14,22.55,67.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1807","33","P",".",NA,NA,2018,3,134,NA,NA,NA,584.2,21,NA,46.56,22.52,69.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1849","34","W","g",NA,NA,2018,1,15,50,1.5,26,596.6,15.9,2,44.94,22.08,67.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1849","34","W","g",NA,NA,2018,2,95,50,1.5,26,705.8,17.3,2,46.92,20.96,67.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1849","34","W",".",NA,NA,2018,3,117,NA,NA,NA,461.6,18.5,NA,48.38,20.39,68.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1917","35","P","g",NA,NA,2018,1,20,48,2,27,574.8,17.8,2,44.57,22.49,67.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1917","35","P","g",NA,NA,2018,2,85,50,2,23,493.1,17.7,2.5,45.82,22.08,67.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1917","35","P",".",NA,NA,2018,3,106,NA,NA,NA,832.7,18.7,NA,46.23,21.68,67.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1919","36","P","g",NA,NA,2018,1,17,48,2,27,668.8,16.5,2,42.7,23.6,66.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1919","36","P","g",NA,NA,2018,2,99,46,2,28,677.1,17.5,2,44.95,22.93,67.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1919","36","P",".",NA,NA,2018,3,138,NA,NA,NA,519.2,18,NA,45.03,23.43,68.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1931","37","P","g",NA,NA,2018,1,50,46,2,26,712.4,17.4,2,43.76,24.02,67.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1931","37","P","g",NA,NA,2018,2,89,47,2,32,641.2,17.3,2,44.68,23.75,68.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1931","37","P",".",NA,NA,2018,3,114,NA,NA,NA,773.8,18.4,NA,44.69,24.23,68.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1950","38","P","g",NA,NA,2018,1,7,46,2,33,847.6,17.3,2,41.13,24.38,65.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1950","38","P","g",NA,NA,2018,2,74,45,2,27,699.7,17.4,1.5,41.56,24.53,66.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1950","38","P",".",NA,NA,2018,3,112,NA,NA,NA,690.7,16.1,NA,41.85,23.83,65.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1994","39","P","t",NA,NA,2018,1,8,50,2,33,816.8,19.5,2,45.11,22.24,67.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1994","39","P","t",NA,NA,2018,2,78,49,2,25,523.3,19.3,2.5,44.89,22.33,67.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-1994","39","P",".",NA,NA,2018,3,137,NA,NA,NA,669.3,21.1,NA,45.86,21.73,67.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-701","4","P","g",NA,NA,2018,1,2,53,2,32,1128.7,15.5,2,43.16,22.43,65.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-701","4","P","g",NA,NA,2018,2,75,56,2,28,1111,17.4,2,42.9,22.24,65.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-701","4","P",".",NA,NA,2018,3,104,NA,NA,NA,1189.1,17.3,NA,43.46,21.97,65.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-2067","40","P","t",NA,NA,2018,1,26,49,2.5,28,903.7,12.9,2,44.97,22.69,67.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-2067","40","P","t",NA,NA,2018,2,86,50,2.5,24,644.4,13.3,2,45.05,22.25,67.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-2067","40","P",".",NA,NA,2018,3,127,NA,NA,NA,580.5,14.1,NA,47.18,21.49,68.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-2093","41","P","g",NA,NA,2018,1,6,50,2,28,780.7,15.7,2,43.58,24.06,67.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-2093","41","P","g",NA,NA,2018,2,87,51,2,26,772.7,17.4,2,45.12,23.17,68.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-2093","41","P",".",NA,NA,2018,3,105,NA,NA,NA,797.8,15.3,NA,45.39,23.46,68.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-2247","42","P","g",NA,NA,2018,1,42,45,1.5,24,492.7,12.3,2,41.44,23.62,65.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-2247","42","P","g",NA,NA,2018,2,81,45,2,26,964.7,13.3,2,43.43,23.47,66.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-2247","42","P",".",NA,NA,2018,3,145,NA,NA,NA,589.7,13.1,NA,44.44,22.44,66.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-2289","43","P","g",NA,NA,2018,1,9,48,2.5,32,808.2,14,2.5,44.64,22.91,67.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-2289","43","P","g",NA,NA,2018,2,65,48,2,27,641.4,14.8,2,44.04,23.07,67.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-2289","43","P",".",NA,NA,2018,3,109,NA,NA,NA,747.6,14.5,NA,43.69,23.49,67.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-2319","44","P","g",NA,NA,2018,1,34,49,2,30,924.3,15.8,2,40.37,24.95,65.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-2319","44","P","g",NA,NA,2018,2,84,50,2,27,846.2,16.4,2,40.88,23.82,64.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-2319","44","P",".",NA,NA,2018,3,122,NA,NA,NA,697.8,16.4,NA,41.74,25.04,66.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-2321","45","P","g",NA,NA,2018,1,33,50,2,30,527.5,15.8,2,42.92,23.05,65.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-2321","45","P","g",NA,NA,2018,2,68,50,2,29,702.5,17.1,2,44.08,22.9,66.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-2321","45","P",".",NA,NA,2018,3,118,NA,NA,NA,467.3,15.7,NA,44.86,22.63,67.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-2347","46","P","t",NA,NA,2018,1,31,51,2,34,736.2,16.4,2,42.57,23.12,65.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-2347","46","P","t",NA,NA,2018,2,77,51,2.5,32,739,16.1,2,42.66,22.9,65.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-2347","46","P",".",NA,NA,2018,3,101,NA,NA,NA,581.3,16,NA,43.65,22.35,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5 Late","Cas","N17-2351","47","P","t",NA,NA,2018,1,37,50,2.5,31,745.8,13.2,2,40.91,25.01,65.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
